asset_uid,asset_name,type,name,label::english (en),label::french (fr),hint::english (en),hint::french (fr),calculation,required,relevant,constraint,default,repeat_count,constraint_message::english (en),constraint_message::french (fr),appearance,choice_filter,parameters,_kuid,_qpath,question_order,_dlt_parent_id
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_21_long_exp_shelter,,,,,,true,"selected(${H_21_0_long_exp_shelter_yn},'yes')",(.>=100 and .<=5000000) and not(.=999),,,,,,,,CiHDVqUBO,,233,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_22_0_long_exp_nfi_yn,,,,,,true,"selected(${H_19_long_exp_types},'non_food_household_items_for_infrequent_purchase')",,,,,,,,,Uo4XiqdOu,,234,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_22_long_exp_nfi,,,,,,true,"selected(${H_22_0_long_exp_nfi_yn},'yes')",(.>=100 and .<=300000) and not(.=999),,,,,,,,2crnzCKan,,235,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_23_0_long_exp_health_yn,,,,,,true,"selected(${H_19_long_exp_types},'health_related_expenditures')",,,,,,,,,kVurA7r8q,,236,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_23_long_exp_health,,,,,,true,"selected(${H_23_0_long_exp_health_yn},'yes')",(.>=100 and .<=3000000)  and not(.=999),,,,,,,,hEBTTRXpd,,237,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_24_0_long_exp_education_yn,,,,,,true,"selected(${H_19_long_exp_types},'education_related_expenditures')",,,,,,,,,oMt6uxAVh,,238,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_24_long_exp_education,,,,,,true,"selected(${H_24_0_long_exp_education_yn},'yes')",(.>=100 and .<=500000) and not(.=999),,,,,,,,s4Ll2sZlt,,239,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_25_0_long_exp_debt_yn,,,,,,true,"selected(${H_19_long_exp_types},'debt_repayment')",,,,,,,,,SrMGSMXs4,,240,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_25_long_exp_debt,,,,,,true,"selected(${H_25_0_long_exp_debt_yn},'yes')",(.>=100 and .<=3000000) and not(.=999),,,,,,,,jECyyKcbB,,241,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_26_0_long_exp_oth_yn,,,,,,true,"selected(${H_19_long_exp_types},'other')",,,,,,,,,Ep8bnZzSN,,242,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_26_long_exp_oth,,,,,,true,"selected(${H_26_0_long_exp_oth_yn},'yes')",(.>=100  and .<=3000000) and not(.=999),,,,,,,,yx7yOz5gl,,243,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_21_long_exp_shelter_calc,,,,,"if(selected(${H_21_0_long_exp_shelter_yn},'cannot') or not(selected(${H_19_long_exp_types},'shelter_maintenance_or_repair')),0,(${H_21_long_exp_shelter}))",,,,,,,,,,,qVb2wIEo3,,244,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_22_long_exp_nfi_calc,,,,,"if(selected(${H_22_0_long_exp_nfi_yn},'cannot') or not(selected(${H_19_long_exp_types},'non_food_household_items_for_infrequent_purchase')),0,(${H_22_long_exp_nfi}))",,,,,,,,,,,PSGCWgs6B,,245,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_23_long_exp_health_calc,,,,,"if(selected(${H_23_0_long_exp_health_yn},'cannot') or not(selected(${H_19_long_exp_types},'health_related_expenditures')),0,(${H_23_long_exp_health}))",,,,,,,,,,,KkZkkDl8M,,246,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_24_long_exp_education_calc,,,,,"if(selected(${H_24_0_long_exp_education_yn},'cannot') or not(selected(${H_19_long_exp_types},'education_related_expenditures')),0,(${H_24_long_exp_education}))",,,,,,,,,,,EjoacQW27,,247,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_25_long_exp_debt_calc,,,,,"if(selected(${H_25_0_long_exp_debt_yn},'cannot') or not(selected(${H_19_long_exp_types},'debt_repayment')),0,(${H_25_long_exp_debt}))",,,,,,,,,,,1uFioZ50c,,248,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_26_long_exp_oth_calc,,,,,"if(selected(${H_26_0_long_exp_oth_yn},'cannot') or not(selected(${H_19_long_exp_types},'other')),0,(${H_26_long_exp_oth}))",,,,,,,,,,,SXn9idpOZ,,249,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,end_group,long_exp_types_group,,,,,,,,,,,,,,,,2RMOoRvTC,,250,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,total_long_exp_calc,,,,,"if(
  selected(${H_19_long_exp_types}, 'my_household_did_not_spend_any_money_over_the_last_6_months') or 
  selected(${H_19_long_exp_types}, 'do_not_know') or 
  selected(${H_19_long_exp_types}, 'prefer_not_to_answer'),
  0,
  ((${H_21_long_exp_shelter_calc} + ${H_22_long_exp_nfi_calc} + ${H_23_long_exp_health_calc} + ${H_24_long_exp_education_calc} + ${H_25_long_exp_debt_calc} + ${H_26_long_exp_oth_calc}) div 6)
)",,,,,,,,,,,xKwd307wh,,251,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,total_exp_calc,,,,,${total_short_exp_calc}+${total_long_exp_calc},,,,,,,,,,,jqMRuMqV3,,252,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,total_exp_note,,,,,,,,,,,,,,,,oCqbK0rOT,,253,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple miss_nfi,H_27_miss_nfi,,,,,,true,,"not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'none')) and (count-selected(.)>1))",,,,,,,,5UzFKpuEH,,254,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,H_27_fem_hygiene,,,,,,false,"selected(${H_27_miss_nfi}, 'feminine_hygiene_items') and ${mem_woman_girl_menstruation_calc} = 0",,,,,,,,,FCQVvo2eJ,,255,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,H_27_baby_daipers,,,,,,false,"selected(${H_27_miss_nfi}, 'baby_diapers') and ${count_baby_in_diapers} = 0",,,,,,,,,5naIAtFO4,,256,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,H_27_1_miss_nfi_other,,,,,,true,"selected(${H_27_miss_nfi}, 'other')",,,,,,,,,Kiu1oLkGy,,257,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,H_28_income_intro,,,,,,false,,,,,,,,,,2DQzBUK9d,,258,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple income_sources,H_29_income_sources,,,,,,true,,"not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'my_household_did_not_receive_any_monetary_income_over_the_last_4_weeks')) and (count-selected(.)>1))",,,,,,,,zPRFiFmFp,,259,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,H_29_1_income_sources_other,,,,,,true,"selected(${H_29_income_sources}, 'other')",,,,,,,,,pIUVyJvAB,,260,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,smth_wrong_incomes_1,,,,,,,"(selected(${H_29_income_sources},'salaried_work_including_from_household_members_serving_away_from_the_home_in_the_military') or selected(${H_29_income_sources},'informal_unofficial_labour') or selected(${H_29_income_sources},'income_from_own_business_or_merchant_activity')) and (${count_employed}<1)",,,,,,,,,VGSoibg7s,,261,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,smth_wrong_incomes_2,,,,,,,"not(selected(${H_29_income_sources},'salaried_work_including_from_household_members_serving_away_from_the_home_in_the_military') or selected(${H_29_income_sources},'informal_unofficial_labour') or selected(${H_29_income_sources},'income_from_own_business_or_merchant_activity')) and (${count_employed}>=1)",,,,,,,,,1FelnPUzz,,262,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,smth_wrong_incomes_3,,,,,,,"(selected(${H_29_income_sources},'pension')) and (${count_retired}<1)",,,,,,,,,pVWL4Q74k,,263,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,smth_wrong_incomes_4,,,,,,,"not(selected(${H_29_income_sources},'pension')) and (${count_retired}>=1)",,,,,,,,,p31iJfkIA,,264,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,smth_wrong_incomes_5,,,,,,,"(selected(${H_29_income_sources},'idp_benefits_from_government')) and not(selected(${F_16_registered_idp},'at_least_one_or_more_people_have_an_idp_certificate_and_receive_idp_payments'))",,,,,,,,,vYcrR08mh,,265,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,smth_wrong_incomes_6,,,,,,,"not(selected(${H_29_income_sources},'idp_benefits_from_government')) and (selected(${F_16_registered_idp},'at_least_one_or_more_people_have_an_idp_certificate_and_receive_idp_payments'))",,,,,,,,,cqSD3oAlB,,266,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,begin_group,income_amount_group,,,,,,,"not(selected(${H_29_income_sources},'my_household_did_not_receive_any_monetary_income_over_the_last_4_weeks') or selected(${H_29_income_sources},'do_not_know') or selected(${H_29_income_sources},'prefer_not_to_answer') or selected(${H_29_income_sources},''))",,,,,,,,,2qsq6nxQ4,,267,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_31_0_inc_salary_yn,,,,,,true,"selected(${H_29_income_sources},'salaried_work_including_from_household_members_serving_away_from_the_home_in_the_military')",,,,,,,,,vMukzKRMi,,268,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_31_inc_salary,,,,,,true,"selected(${H_31_0_inc_salary_yn},'yes')",(.>=1600 and .<5000000 )  and not(.=999),,,,,,,,0NFH6vmoV,,269,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_32_0_inc_informal_yn,,,,,,true,"selected(${H_29_income_sources},'informal_unofficial_labour')",,,,,,,,,hKNz0KIrL,,270,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_32_inc_informal,,,,,,true,"selected(${H_32_0_inc_informal_yn},'yes')",(.>=100 and .<500000)  and not(.=999),,,,,,,,YhFQ8HqiI,,271,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_33_0_inc_business_yn,,,,,,true,"selected(${H_29_income_sources},'income_from_own_business_or_merchant_activity')",,,,,,,,,TDSkVRMpV,,272,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_33_inc_business,,,,,,true,"selected(${H_33_0_inc_business_yn},'yes')",(.>=100 and .<5000000)  and not(.=999),,,,,,,,1kG7j9hAt,,273,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_34_0_inc_production_yn,,,,,,true,"selected(${H_29_income_sources},'income_from_own_production')",,,,,,,,,XXhNuYyns,,274,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_34_inc_production,,,,,,true,"selected(${H_34_0_inc_production_yn},'yes')",(.>=100 and .<200000)  and not(.=999),,,,,,,,kKyfkd2i6,,275,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_35_0_inc_idp_yn,,,,,,true,"selected(${H_29_income_sources},'idp_benefits_from_government')",,,,,,,,,Hl5FpvE5n,,276,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_35_inc_idp,,,,,,true,"selected(${H_35_0_inc_idp_yn},'yes')",(.>=2000 and .<40000)  and not(.=999),,,,,,,,XBZhfLGIX,,277,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_36_0_inc_pension_yn,,,,,,true,"selected(${H_29_income_sources},'pension')",,,,,,,,,nrXKvkIlP,,278,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_36_inc_pension,,,,,,true,"selected(${H_36_0_inc_pension_yn},'yes')",(.>=2300 and .<150000)  and not(.=999),,,,,,,,7tUVg3DKU,,279,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_37_0_inc_regular_benefit_yn,,,,,,true,"selected(${H_29_income_sources},'regular_government_social_benefits')",,,,,,,,,1OSyFGCng,,280,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_37_inc_regular_benefit,,,,,,true,"selected(${H_37_0_inc_regular_benefit_yn},'yes')",(.>=300 and .<2000000)  and not(.=999),,,,,,,,QKqucxRN8,,281,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_38_0_inc_rent_yn,,,,,,true,"selected(${H_29_income_sources},'income_from_rent')",,,,,,,,,BWvx8Df4S,,282,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_38_inc_rent,,,,,,true,"selected(${H_38_0_inc_rent_yn},'yes')",(.>=100 and .<3000000)  and not(.=999),,,,,,,,ao2j94X8e,,283,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_39_0_inc_remittance_yn,,,,,,true,"selected(${H_29_income_sources},'remittances')",,,,,,,,,TtxyO5cLX,,284,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_39_inc_remittance,,,,,,true,"selected(${H_39_0_inc_remittance_yn},'yes')",(.>=100 and .<3000000)  and not(.=999),,,,,,,,4mv86NE62,,285,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_40_0_exp_humanitarian_yn,,,,,,true,"selected(${H_29_income_sources},'humanitarian_aid')",,,,,,,,,wWSrl4Yvg,,286,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_40_exp_humanitarian,,,,,,true,"selected(${H_40_0_exp_humanitarian_yn},'yes')",(.>=100 and .<2000000)  and not(.=999),,,,,,,,YfFPUPWgm,,287,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_41_0_inc_loan_yn,,,,,,true,"selected(${H_29_income_sources},'loans_or_support_from_family_and_friends_in_ukraine')",,,,,,,,,FcRe2oomo,,288,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_41_inc_loan,,,,,,true,"selected(${H_41_0_inc_loan_yn},'yes')",(.>=100 and .<1000000)  and not(.=999),,,,,,,,P8g3Xr7mJ,,289,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_42_0_inc_charity_yn,,,,,,true,"selected(${H_29_income_sources},'loans_support_or_charitable_donations_from_community_members')",,,,,,,,,RyGYbZB3i,,290,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_42_inc_charity,,,,,,true,"selected(${H_42_0_inc_charity_yn},'yes')",(.>=100 and .<1000000)  and not(.=999),,,,,,,,7WRzvzoV8,,291,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_43_0_inc_irregular_benefit_yn,,,,,,true,"selected(${H_29_income_sources},'one_off_government_assistance')",,,,,,,,,LCH4Ih0y7,,292,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_43_inc_irregular_benefit,,,,,,true,"selected(${H_43_0_inc_irregular_benefit_yn},'yes')",(.>=100 and .<16000000)  and not(.=999),,,,,,,,PvqvWnPxr,,293,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one yn,H_44_0_inc_oth_yn,,,,,,true,"selected(${H_29_income_sources},'other')",,,,,,,,,z7fqXteH2,,294,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,integer,H_44_inc_oth,,,,,,true,"selected(${H_44_0_inc_oth_yn},'yes')",(.>=100 and .<5000000)  and not(.=999),,,,,,,,fVjVG2mBt,,295,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_31_inc_salary_calc,,,,,"if(selected(${H_31_0_inc_salary_yn},'cannot') or not(selected(${H_29_income_sources},'salaried_work_including_from_household_members_serving_away_from_the_home_in_the_military')),0,(${H_31_inc_salary}))",,,,,,,,,,,Sqiw8l27u,,296,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_32_inc_informal_calc,,,,,"if(selected(${H_32_0_inc_informal_yn},'cannot') or not(selected(${H_29_income_sources},'informal_unofficial_labour')),0,(${H_32_inc_informal}))",,,,,,,,,,,v5Rcmonxh,,297,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_33_inc_business_calc,,,,,"if(selected(${H_33_0_inc_business_yn},'cannot') or not(selected(${H_29_income_sources},'income_from_own_business_or_merchant_activity')),0,(${H_33_inc_business}))",,,,,,,,,,,PX5JdUvdz,,298,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_34_inc_production_calc,,,,,"if(selected(${H_34_0_inc_production_yn},'cannot') or not(selected(${H_29_income_sources},'income_from_own_production')),0,(${H_34_inc_production}))",,,,,,,,,,,kcKRfGVoN,,299,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_35_inc_idp_calc,,,,,"if(selected(${H_35_0_inc_idp_yn},'cannot') or not(selected(${H_29_income_sources},'idp_benefits_from_government')),0,(${H_35_inc_idp}))",,,,,,,,,,,Cv2JABN2x,,300,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_36_inc_pension_calc,,,,,"if(selected(${H_36_0_inc_pension_yn},'cannot') or not(selected(${H_29_income_sources},'pension')),0,(${H_36_inc_pension}))",,,,,,,,,,,5OX7wuPp6,,301,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_37_inc_regular_benefit_calc,,,,,"if(selected(${H_37_0_inc_regular_benefit_yn},'cannot') or not(selected(${H_29_income_sources},'regular_government_social_benefits')),0,(${H_37_inc_regular_benefit}))",,,,,,,,,,,XgdiHk31S,,302,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_38_inc_rent_calc,,,,,"if(selected(${H_38_0_inc_rent_yn},'cannot') or not(selected(${H_29_income_sources},'income_from_rent')),0,(${H_38_inc_rent}))",,,,,,,,,,,59eojexi5,,303,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_39_inc_remittance_calc,,,,,"if(selected(${H_39_0_inc_remittance_yn},'cannot') or not(selected(${H_29_income_sources},'remittances')),0,(${H_39_inc_remittance}))",,,,,,,,,,,NwHJWZcZE,,304,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_40_exp_humanitarian_calc,,,,,"if(selected(${H_40_0_exp_humanitarian_yn},'cannot') or not(selected(${H_29_income_sources},'humanitarian_aid')),0,(${H_40_exp_humanitarian}))",,,,,,,,,,,DqL3m0CuX,,305,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_41_inc_loan_calc,,,,,"if(selected(${H_41_0_inc_loan_yn},'cannot') or not(selected(${H_29_income_sources},'loans_or_support_from_family_and_friends_in_ukraine')),0,(${H_41_inc_loan}))",,,,,,,,,,,cz52Xz9T7,,306,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_42_inc_charity_calc,,,,,"if(selected(${H_42_0_inc_charity_yn},'cannot') or not(selected(${H_29_income_sources},'loans_support_or_charitable_donations_from_community_members')),0,(${H_42_inc_charity}))",,,,,,,,,,,otbURBL1a,,307,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_43_inc_irregular_benefit_calc,,,,,"if(selected(${H_43_0_inc_irregular_benefit_yn},'cannot') or not(selected(${H_29_income_sources},'one_off_government_assistance')),0,(${H_43_inc_irregular_benefit}))",,,,,,,,,,,4c1dcmOUo,,308,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,H_44_inc_oth_calc,,,,,"if(selected(${H_44_0_inc_oth_yn},'cannot') or not(selected(${H_29_income_sources},'other')),0,(${H_44_inc_oth}))",,,,,,,,,,,STTZPmEG2,,309,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,calculate,total_income_calc,,,,,"${H_31_inc_salary_calc} +
${H_32_inc_informal_calc} +
${H_33_inc_business_calc} +
${H_34_inc_production_calc} +
${H_35_inc_idp_calc} +
${H_36_inc_pension_calc} +
${H_37_inc_regular_benefit_calc} +
${H_38_inc_rent_calc} +
${H_39_inc_remittance_calc} +
${H_40_exp_humanitarian_calc} +
${H_41_inc_loan_calc} +
${H_42_inc_charity_calc} +
${H_43_inc_irregular_benefit_calc} +
${H_44_inc_oth_calc}",,,,,,,,,,,kjh6E6NA0,,310,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,total_income_note,,,,,,,,,,,,,,,,llZ2f0JLV,,311,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,end_group,income_amount_group,,,,,,,,,,,,,,,,oXReyiFQa,,312,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one support_regular,H_45_support_regular,,,,,,true,"selected(${H_29_income_sources},'remittances') or selected(${H_29_income_sources},'loans_or_support_from_family_and_friends_in_ukraine') or selected(${H_29_income_sources},'loans_support_or_charitable_donations_from_community_members')",,,,,,,,,jj6un6XgA,,313,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one debt,H_46_debt,,,,,,true,,,,,,,,,,hlYvedeIW,,314,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple debt_reason,H_47_debt_reason,,,,,,true,"selected(${H_46_debt},'yes')","not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer')) and (count-selected(.)>1))",,,,,,,,zX1kKrjjH,,315,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,urgent_travel_related_to_displacement_for_your_household_note,,,,,,,"selected(${H_47_debt_reason},'urgent_travel_related_to_displacement_for_your_household') and ${count_idp}=0",,,,,,,,,q895CUg10,,316,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,H_47_1_debt_reason_other,,,,,,true,"selected(${H_47_debt_reason}, 'other')",,,,,,,,,gPUBAyeV4,,317,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,end_group,group_cash,,,,,,,,,,,,,,,,HnWAzYDra,,318,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,begin_group,group_livelihoods,,,,,,,,,,,,,,,,x62Okif2n,,319,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_multiple challenges_agriculture,I_1_challenges_agriculture,,,,,,true,"selected(${H_29_income_sources},'income_from_own_production')","not((selected(.,'do_not_know') or selected(.,'prefer_not_to_answer') or selected(.,'no_challenges')) and (count-selected(.)>1))",,,,,,,,IvO5p57MV,,320,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,text,I_1_1_challenges_agriculture_other,,,,,,true,"selected(${I_1_challenges_agriculture}, 'other')",,,,,,,,,FLvVzXGlu,,321,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,I_2_lcs_intro,,,,,,false,,,,,,,,,,DRhBuwQUR,,322,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_hh_assets,I_3_lcs_hh_assets,,,,,,true,,,,,,,,,,vjVIFKkwB,,323,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_savings,I_4_lcs_savings,,,,,,true,,,,,,,,,,LokebpbC9,,324,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_borrowed_food,I_5_lcs_borrowed_food,,,,,,true,,"not(selected(${H_47_debt_reason}, 'domestic_consumption_for_your_household')) or selected(., 'yes') or selected(., 'no_have_already_exhausted_this_coping_strategy_and_cannot_use_it_again')",,,,,,,,YaNSmL4nL,,325,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_job,I_6_lcs_job,,,,,,true,,,,,,,,,,OryIy6NLc,,326,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,note,lcs_job_note,,,,,,,"selected(${I_6_lcs_job}, 'yes') and ${count_employed} = 0",,,,,,,,,TocKXn6kf,,327,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_prod_assets,I_7_lcs_prod_assets,,,,,,true,,,,,,,,,,jjynMfzBN,,328,hNTgnRf31uCmvw
aCdzAaiGS5hAyMukmda6FW,UKR2502_MSNA_2025,select_one lcs_health,I_8_lcs_health,,,,,,true,,,,,,,,,,ZyQUUadBn,,329,hNTgnRf31uCmvw
